Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE1775,344,540,354,1077,598,699,1746,,hypothetical protein,193xCPE1776 4xCPE1774,
CPE1776,105,116,83,211,178,117,453,,FUR family transcriptional regulator,225xCPE1777 193xCPE1775 2xCPE1778,
CPE1777,67,74,50,118,122,93,255,,hypothetical protein,225xCPE1776 175xCPE1778,
CPE1778,131,143,132,202,174,185,414,,Holliday junction resolvase-like protein,262xCPE1779 175xCPE1777 2xCPE1776,
CPE1779,1546,3418,885,3743,2268,4316,258,,hypothetical protein,262xCPE1778 25xCPE1780,
CPE1780,37,90,80,138,60,146,2640,alaS,alanyl-tRNA synthetase,25xCPE1779,
CPE1781,0,10,6,17,21,33,1038,,pheromone autoinducer 2 transporter,3xCPE1782,
CPE1782,2,3,4,5,25,28,474,,PRC-barrel domain protein,3xCPE1781,
CPE1783,262,945,821,1882,347,1099,1053,mnmA,tRNA-specific 2-thiouridylase MnmA,1356xCPE1784,
CPE1784,258,781,662,1297,354,1170,429,nifU,nitrogen fixation protein,1356xCPE1783 817xCPE1785,
CPE1785,338,788,762,1563,341,1055,1197,nifS,cysteine desulfurase,817xCPE1784 672xCPE1786,
CPE1786,375,1050,535,3396,301,954,387,,DNA-binding transcriptional regulator IscR,672xCPE1785,
CPE1787,5,16,9,31,8,16,1227,,recombination factor protein RarA,,
CPE1788,3,20,7,32,11,18,900,,response regulator PleD,,
CPE1789,15,44,83,53,22,86,429,,molybdenum cofactor biosynthesis protein MoaC/MOSC-,49xCPE1790,
CPE1790,13,25,37,50,19,35,972,moaA,molybdenum cofactor biosynthesis protein A,49xCPE1789 11xCPE1791,
CPE1791,17,34,59,62,26,43,1014,,molybdopterin biosynthesis protein,29xCPE1792 11xCPE1790,
CPE1792,17,38,30,79,19,45,549,,molybdopterin-guanine dinucleotide biosynthesis protein A,29xCPE1791 12xCPE1793,
CPE1793,7,16,39,38,7,35,1221,,molybdenum cofactor biosynthesis protein MoeA,12xCPE1792,
CPE1794,27,50,39,34,30,61,483,mobB,molybdopterin-guanine dinucleotide biosynthesis protein B,23xCPE1795,
CPE1795,28,39,59,99,38,90,1224,,"nitrate reductase, NADH oxidase subunit",52xCPE1796 23xCPE1794,
CPE1796,11,9,24,56,18,31,414,,nitrate reductase electron transfer subunit,52xCPE1795 40xCPE1797,
CPE1797,18,29,52,84,23,64,2079,,"nitrate reductase, catalytic subunit",40xCPE1796,
CPE1798,5,15,12,34,8,34,429,,hypothetical protein,,
CPE1799,0,8,2,10,7,33,1278,,FAD dependent oxidoreductase,3xCPE1800,
CPE1800,2,4,0,2,8,11,981,,dihydroorotate dehydrogenase electron transfer subu,3xCPE1799,
CPE1801,0,0,0,2,9,6,876,dacB,D-alanyl-D-alanine carboxypeptidase,,
CPE1802,4,12,1,16,65,73,573,,hypothetical protein,37xCPE1803,1xCPE0665 1xCPE1560 1xCPE1864 1xCPE1738
CPE1803,5,11,1,2,153,178,420,,hypothetical protein,37xCPE1802,
CPE1804,7,27,41,18,12,15,588,scpB,segregation and condensation protein B,27xCPE1805,
CPE1805,14,31,18,39,18,14,747,scpA,segregation and condensation protein A,27xCPE1804,
CPE1806,13,10,3,4,41,57,1209,dacF,serine-type D-Ala-D-Ala carboxypeptidase,,1xCPE1268
CPE1807,757,710,245,236,1224,2631,1302,deoA,pyrimidine-nucleoside phosphorylase,,
CPE1808,5,16,0,2,583,554,873,,tyrosine recombinase XerD,27xCPE1809,
CPE1809,3,2,1,4,65,60,621,spoIIM,stage II sporulation protein M,27xCPE1808,
CPE1810,37,65,28,42,116,114,531,,adenosine nucleotide hydrolase NudE,26xCPE1811,
CPE1811,6,22,5,22,31,46,306,,hypothetical protein,26xCPE1810 24xCPE1812,
CPE1812,329,535,290,382,740,974,354,spo0A,phosphorylation-activated transcription factor,788xCPE1813 24xCPE1811,
CPE1813,387,372,265,380,931,787,453,,phosphorylation-activated transcription factor,788xCPE1812,
CPE1814,1,1,0,3,6,6,1161,,stage IV sporulation protein B,,
CPE1815,49,138,82,74,74,105,1698,recN,DNA repair protein RecN,36xCPE1816,
CPE1816,12,19,13,42,17,26,453,argR,arginine repressor ArgR,36xCPE1815 25xCPE1817,
CPE1817,35,89,37,101,58,89,831,,NAD(+)/NADH kinase,25xCPE1816 6xCPE1818,
CPE1818,19,41,27,27,35,36,816,hlyD,hemolysin A,32xCPE1819 6xCPE1817,3xCPE2284 2xCPE1858 2xCPE1686 2xCPE0544 1xCPE0560 1xCPE0566 1xCPE1292 1xCPE1516 1xCPE0769 1xCPE2249 1xCPE1476 1xCPE1280 1xCPE1880 1xCPE2280
CPE1819,74,116,76,140,98,118,1860,,1-deoxy-D-xylulose-5-phosphate synthase,74xCPE1820 32xCPE1818,1xCPE0117 1xCPE1864
CPE1820,23,27,16,48,29,48,906,,geranyltranstransferase,74xCPE1819 15xCPE1821 4xCPE1822,
CPE1821,1,7,3,4,4,3,228,xseB,exodeoxyribonuclease VII small subunit,15xCPE1820 11xCPE1822,
CPE1822,19,31,26,38,49,49,1203,xseA,exodeoxyribonuclease VII large subunit,123xCPE1823 11xCPE1821 4xCPE1820,1xCPE1410
CPE1823,71,118,85,78,153,173,834,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",123xCPE1822 103xCPE1824,
CPE1824,50,65,45,84,75,81,408,nusB,transcription antitermination protein NusB,103xCPE1823 13xCPE1825,
CPE1825,1074,1269,561,403,1456,2366,390,,alkaline shock protein,39xCPE1826 13xCPE1824,
CPE1826,5,5,2,0,121,81,498,spoIIIAH,stage III sporulation protein AH,39xCPE1825 39xCPE1827,
CPE1827,6,6,0,0,209,90,585,spoIIIAG,stage III sporulation protein AG,39xCPE1826 5xCPE1828,
CPE1828,2,1,1,0,35,9,393,,stage III sporulation protein AF,5xCPE1827 1xCPE1829,
CPE1829,1,1,1,4,70,52,1173,spoIIIAE,stage III sporulation protein AE,14xCPE1830 1xCPE1828,
CPE1830,0,3,0,2,64,38,387,spoIIIAD,stage III sporulation protein AD,14xCPE1829 14xCPE1831,
CPE1831,0,0,0,0,22,15,198,spoIIIAC,stage III sporulation protein AC,14xCPE1830 8xCPE1832,
CPE1832,0,0,2,1,60,34,516,spoIIIAB,stage III sporulation protein SpoAB,8xCPE1831 2xCPE1833,
CPE1833,2,6,1,1,56,67,885,spoIIIAA,stage III sporulation protein AA,2xCPE1832,
CPE1834,28,81,78,128,36,37,363,,hypothetical protein,100xCPE1835,
CPE1835,505,1133,688,518,829,1066,558,efp,elongation factor P,100xCPE1834 3xCPE1836,
CPE1836,1,5,3,1,12,12,348,,hypothetical protein,6xCPE1837 3xCPE1835,
CPE1837,2,5,3,4,6,7,441,,hypothetical protein,13xCPE1838 6xCPE1836,1xCPE0499 1xCPE0626
CPE1838,5,2,0,4,16,8,651,,hypothetical protein,13xCPE1837 10xCPE1839,
CPE1839,0,1,0,3,12,6,411,,hypothetical protein,10xCPE1838 5xCPE1840,
CPE1840,1,3,0,3,6,2,291,,hypothetical protein,5xCPE1839,
CPE1841,1,0,1,2,6,3,513,,hypothetical protein,4xCPE1842,
CPE1842,1,2,1,2,8,1,429,,hypothetical protein,5xCPE1843 4xCPE1841,
CPE1843,0,3,1,5,17,8,1020,pilC,fimbrial assembly protein,5xCPE1842 4xCPE1844,
CPE1844,3,7,2,1,28,32,1389,tapB,type IV pilus assembly protein,4xCPE1843,
CPE1845,106,159,125,136,205,208,1032,,hypothetical protein,92xCPE1846,
CPE1846,36,111,67,124,56,96,819,dapF,diaminopimelate epimerase,92xCPE1845,
CPE1847,38,70,59,99,46,72,1728,,fibronectin-binding protein,,
CPE1848,31,117,52,82,54,105,1128,,23S rRNA m(2)G2445 methyltransferase,28xCPE1849,
CPE1849,28,36,30,41,18,32,537,,bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase,36xCPE1850 28xCPE1848,
CPE1850,44,81,30,82,53,80,921,,23S rRNA pseudouridine synthase D,36xCPE1849,
CPE1851,407,458,346,361,664,563,627,divIVA,cell-division initiation protein,396xCPE1852,
CPE1852,235,423,169,559,336,375,762,,S4 domain protein,396xCPE1851 389xCPE1853,
CPE1853,191,318,180,555,244,326,456,,hypothetical protein,396xCPE1854 389xCPE1852,
CPE1854,271,496,209,731,374,505,660,,alanine racemase,396xCPE1853 6xCPE1855,
CPE1855,29,27,33,51,33,52,732,,hypothetical protein,56xCPE1856 6xCPE1854,
CPE1856,17,34,20,44,28,42,339,sbp,small basic protein,69xCPE1857 56xCPE1855,
CPE1857,28,74,44,48,34,65,717,,hypothetical protein,69xCPE1856 37xCPE1858,
CPE1858,54,179,79,181,55,136,747,,cell division protein FtsQ,37xCPE1857,87xCPE0489 39xCPE2284 35xCPE1864 20xCPE0117 20xCPE0021 15xCPE0544 12xCPE2087 11xCPE1476 8xCPE2162 8xCPE0665 6xCPE1564 6xCPE1002 5xCPE1340 5xCPE0965 4xPCP34 4xCPE0416 3xCPE2358 2xCPE1818 2xCPE0805 2xCPE1437 2xCPE0104 2xCPE1470 1xCPE2194 1xCPE1396 1xCPE2382 1xCPE1579 1xCPE1938 1xCPE2201 1xCPE0481 1xCPE2280 1xCPE1484 1xCPE2336 1xCPE2020 1xCPE2265 1xCPE0344 1xCPE0294 1xCPE2275 1xCPE2159 1xCPE2135 1xCPE1745 1xCPE0560 1xCPE2233 1xCPE1686 1xCPE1625 1xCPE0020 1xCPE0247 1xCPE1238 1xCPE1057 1xCPE2544 1xCPE1880
CPE1859,146,342,165,236,386,492,1125,spoVE,stage V sporulation protein E,90xCPE1860,
CPE1860,80,181,92,153,215,189,954,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,90xCPE1859 67xCPE1861,
CPE1861,27,70,58,92,92,77,1362,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,67xCPE1860 45xCPE1862,
CPE1862,36,82,70,116,105,119,1455,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",45xCPE1861 27xCPE1863,
CPE1863,80,164,66,108,130,182,2220,spoVD,stage V sporulation protein D,27xCPE1862 6xCPE1864,
CPE1864,366,690,238,673,371,590,429,,hypothetical protein,193xCPE1865 6xCPE1863,287xCPE0489 55xCPE2284 49xCPE0117 35xCPE1858 33xCPE0021 16xCPE0665 12xCPE0544 11xCPE0965 11xCPE1476 10xCPE1901 8xCPE2087 7xPCP34 7xCPE0481 5xCPE2162 5xCPE1002 4xCPE1340 4xCPE0416 3xCPE1484 2xCPE2358 2xCPE1564 2xCPE2230 2xCPE1238 2xCPE1470 1xCPE2096 1xCPE1012 1xCPE1359 1xCPE1396 1xCPE2313 1xCPE0250 1xCPE1819 1xCPE1609 1xCPE2049 1xPCP62 1xCPE1894 1xPCP12 1xCPE2477 1xCPE0023 1xCPE0204 1xCPE1303 1xPCP30 1xCPE1802 1xCPE0623 1xCPE0772 1xCPE0849 1xCPE1057 1xCPE0104 1xCPE1880
CPE1865,163,360,144,168,154,322,933,mraW,S-adenosyl-methyltransferase MraW,193xCPE1864,
CPE1866,63,242,105,157,119,262,1098,,GTP-dependent nucleic acid-binding protein EngD,,
CPE1867,0,2,0,4,2,10,798,,polysaccharide deacetylase,,
CPE1868,12,40,20,37,9,27,636,,methenyltetrahydrofolate cyclohydrolase,27xCPE1869,
CPE1869,27,63,27,58,16,39,1287,,hypothetical protein,27xCPE1868 27xCPE1870,
CPE1870,18,60,28,70,17,40,717,tagA,teichoic acid biosynthesis protein A,27xCPE1869 27xCPE1871,
CPE1871,36,56,54,76,29,44,648,,TPR domain protein,63xCPE1872 27xCPE1870,
CPE1872,22,73,29,62,22,39,435,,hypothetical protein,63xCPE1871,
CPE1873,126,285,220,610,164,445,1728,manB,phosphomannomutase,,
CPE1874,7,9,1,3,442,389,612,ctc,50S ribosomal protein L25,,
CPE1875,58,54,11,10,342,272,4440,,hypothetical protein,1xCPE1876,
CPE1876,50,49,2,12,282,231,2253,,hypothetical protein,1xCPE1875,
CPE1877,27,62,43,47,62,48,717,glpQ,glycerophosphodiester phosphodiesterase,56xCPE1878,
CPE1878,21,51,32,72,12,41,1023,,glycolate oxidase,56xCPE1877 27xCPE1879,
CPE1879,22,34,32,39,21,24,444,,hypothetical protein,27xCPE1878,
CPE1880,40,77,47,77,76,150,2184,spoVD,stage V sporulation protein D,,9xCPE0021 6xCPE1340 5xCPE1901 4xCPE0117 4xCPE0489 4xCPE1579 3xCPE2358 3xCPE0481 2xCPE2162 2xCPE0665 2xCPE2284 2xCPE0216 2xCPE2087 2xCPE1586 2xCPE1396 2xCPE1476 2xCPE0544 1xCPE0914 1xCPE0017 1xCPE1691 1xCPE1818 1xCPE1384 1xCPE2201 1xCPE2249 1xCPE1899 1xCPE1203 1xCPE1280 1xCPE1864 1xCPE2275 1xCPE1516 1xCPE0849 1xCPE0478 1xCPE0769 1xCPE2523 1xCPE1858
CPE1881,65,138,103,149,111,156,2361,mutS2,recombination and DNA strand exchange inhibitor protein,13xCPE1882,
CPE1882,60,101,62,79,62,102,2361,,peptidase U32,13xCPE1881,1xCPE0899
CPE1883,43,68,70,78,53,92,789,,histidinol-phosphatase,,
CPE1884,141,236,85,109,166,313,1356,,chromosome segregation protein,1xCPE1885,
CPE1885,29,37,27,56,69,108,2382,pheT,phenylalanyl-tRNA synthetase subunit beta,10xCPE1886 1xCPE1884,
CPE1886,17,14,17,32,29,45,1026,pheS,phenylalanyl-tRNA synthetase subunit alpha,10xCPE1885,
CPE1887,17,17,22,36,42,40,1155,,transposase,58xCPE1888,83xCPE0668 71xCPE0667 54xCPE0666
CPE1888,14,6,16,21,29,33,372,,transposase,58xCPE1887,99xCPE0666 54xCPE0667
CPE1889,21,44,51,71,40,65,774,,"RNA methyltransferase, TrmH family",25xCPE1890,
CPE1890,16,28,17,56,21,42,666,trkA,potassium uptake system protein,25xCPE1889 18xCPE1891,
CPE1891,35,84,63,174,42,101,1341,trkB,"potassium uptake protein, TrkH family",18xCPE1890,
CPE1892,381,1354,700,2178,704,1467,360,rplT,50S ribosomal protein L20,2411xCPE1893 25xCPE1894,2xCPE1893
CPE1893,415,1048,533,1454,675,1283,198,rpmI,50S ribosomal protein L35,2411xCPE1892 1255xCPE1894,2xCPE1892
CPE1894,432,795,489,1432,704,965,405,infC,translation initiation factor IF-3,1255xCPE1893 25xCPE1892,1xCPE1864 1xCPE0117 1xCPE1506
CPE1895,7,12,13,14,38,46,879,,sporulation protein YtxC,,1xCPE1609
CPE1896,7,16,9,37,7,10,696,,hypothetical protein,,
CPE1897,61,39,13,29,82,94,981,,BadF/BadG/BcrA/BcrD ATPase,,
CPE1898,31,62,63,141,44,72,555,,adenosine nucleotide hydrolase NudE,,
CPE1899,14,25,21,12,30,72,555,,hypothetical protein,,2xCPE0021 1xCPE1340 1xCPE1268 1xCPE1880 1xCPE2284 1xCPE1655 1xCPE0117 1xCPE0066 1xCPE0849 1xCPE2011 1xCPE0216
CPE1900,1,0,0,0,36,25,378,,hypothetical protein,,
CPE1901,146,664,462,1576,165,497,960,hslO,heat shock protein 33,488xCPE1902,24xCPE0021 14xCPE0489 13xCPE1340 10xCPE1864 6xCPE2284 5xCPE0481 5xCPE0544 5xCPE1880 4xCPE2162 3xCPE0665 3xCPE1396 2xPCP34 2xCPE0117 2xCPE2514 2xCPE1715 2xCPE2087 2xCPE1586 2xCPE2358 2xCPE1702 1xCPE0914 1xCPE2617 1xCPE2165 1xCPE1481 1xCPE1484 1xCPE2313 1xCPE1609 1xCPE0204 1xCPE1470
CPE1902,123,257,224,634,98,190,738,,ubiquinone/menaquinone biosynthesis methyltransfera,488xCPE1901 6xCPE1903,
CPE1903,1,6,1,4,27,30,273,,small acid-soluble spore protein beta,6xCPE1902,1xCPE0021
CPE1904,96,185,131,360,119,186,978,asd,aspartate-semialdehyde dehydrogenase,208xCPE1905,
CPE1905,98,234,138,462,154,276,876,dapA,dihydrodipicolinate synthase,208xCPE1904 42xCPE1906,
CPE1906,92,228,181,294,156,299,765,dapB,dihydrodipicolinate reductase,42xCPE1905,
CPE1907,30,77,48,103,50,105,1143,patA,asparate aminotransferase,38xCPE1908,
CPE1908,24,35,41,72,19,38,537,,cob(I)alamin adenosyltransferase,38xCPE1907,
CPE1909,380,773,712,837,507,990,711,dapD,tetrahydrodipicolinate succinylase,,
CPE1910,322,280,124,78,984,991,657,,single-stranded DNA-binding protein,1xCPE1911,
CPE1911,3,2,4,1,6,4,777,,polysaccharide deacetylase,1xCPE1910,1xCPE2358 1xCPE1508
CPE1912,223,377,215,175,247,382,531,,hypothetical protein,135xCPE1913,
CPE1913,208,338,227,320,264,394,1107,,pheromone autoinducer 2 transporter,135xCPE1912,
CPE1914,67,58,36,25,113,125,1422,,PBP 5 synthesis repressor,,
CPE1915,2,18,14,23,18,32,642,hlyE,hemolysin III,,
CPE1916,18,92,48,99,34,49,495,,hypothetical protein,,
CPE1917,24,54,51,137,43,56,1560,,chloride channel protein,21xCPE1918,
CPE1918,13,31,21,38,28,44,1323,folC,FolC bifunctional protein,21xCPE1917,
CPE1919,27,65,52,144,39,115,2643,valS,valyl-tRNA synthetase,,
CPE1920,6,16,0,12,209,361,351,,tetratricopeptide repeat protein,,
CPE1921,4,5,5,0,4,6,162,,hypothetical protein,24xCPE1922,
CPE1922,26,53,36,26,41,70,1176,,transglutaminase domain protein,29xCPE1923 24xCPE1921,
CPE1923,23,43,16,20,35,57,639,recX,recombination regulator RecX,29xCPE1922 24xCPE1924,
CPE1924,45,80,52,54,70,103,1245,,"peptidase, M16 family",24xCPE1923,1xCPE1452 1xCPE1522
CPE1925,24,62,31,79,29,76,798,,DNA-binding response regulator,29xCPE1926,
CPE1926,14,58,29,69,39,53,1524,,sensor histidine kinase,29xCPE1925,
CPE1927,7,19,14,13,14,19,747,fabG,3-ketoacyl-ACP reductase,9xCPE1928,
CPE1928,16,15,17,4,11,12,987,,dipeptidase,9xCPE1927,
CPE1929,187,469,196,317,236,448,1233,glyA,serine hydroxymethyltransferase,,
CPE1930,81,198,75,193,88,172,771,,hypothetical protein,181xCPE1931,
CPE1931,46,171,57,187,63,160,522,,hypothetical protein,181xCPE1930,1xCPE0914
CPE1932,63,79,47,30,64,94,273,,regulator protein FrmR,,
CPE1933,201,283,234,301,315,393,1794,aspS,aspartyl-tRNA synthetase,55xCPE1934,
CPE1934,25,60,32,94,44,58,1248,hisS,histidyl-tRNA synthetase,55xCPE1933 34xCPE1935,
CPE1935,32,78,38,161,39,50,1443,hemZ,coproporphyrinogen III oxidase,38xCPE1936 34xCPE1934,
CPE1936,48,138,184,451,104,143,621,,metallo-beta-lactamase,38xCPE1935 3xCPE1937,
CPE1937,61,128,77,87,74,110,450,,D-tyrosyl-tRNA(Tyr) deacylase,84xCPE1938 3xCPE1936,
CPE1938,205,363,204,419,226,317,2181,relA,GTP pyrophosphokinase,84xCPE1937 2xCPE1939,1xCPE1858
CPE1939,107,247,139,135,143,222,519,apt,adenine phosphoribosyltransferase,18xCPE1940 2xCPE1938,
CPE1940,60,59,28,32,49,61,855,,DHH domain protein,18xCPE1939,
CPE1941,214,293,206,177,332,569,870,secF,preprotein translocase subunit SecF,211xCPE1942,
CPE1942,164,185,146,172,230,364,1260,secD,preprotein translocase subunit SecD,211xCPE1941 42xCPE1943,
CPE1943,186,264,180,186,286,368,1374,,astB/chuR-related protein,42xCPE1942,
CPE1944,223,622,490,1055,390,1121,270,yajC,preprotein translocase subunit YajC,1763xCPE1945,
CPE1945,519,533,1025,865,684,1107,1143,tgt,queuine tRNA-ribosyltransferase,1763xCPE1944 40xCPE1946,
CPE1946,13,37,42,79,21,45,1026,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,40xCPE1945 27xCPE1947,
CPE1947,31,76,74,132,41,87,1041,ruvB,Holliday junction DNA helicase RuvB,81xCPE1948 27xCPE1946,
CPE1948,25,52,36,115,43,57,606,ruvA,Holliday junction DNA helicase RuvA,81xCPE1947,
CPE1949,16,18,5,6,338,272,594,,hypothetical protein,,
CPE1950,46,420,82,443,98,338,3546,cpdB,"2', 3'-cyclic nucleotide 2'-phosphodiesterase",,
CPE1951,1326,1100,445,1612,1218,1106,3648,cpdA,"2', 3'-cyclic nucleotide 2'-phosphodiesterase",,
CPE1952,49,170,133,490,70,158,999,ptp,hypothetical protein,,
CPE1953,520,1155,651,3007,539,1457,435,,hemoglobin,,
CPE1954,45,91,47,57,77,112,738,,hypothetical protein,7xCPE1955,
CPE1955,18,15,19,28,18,14,654,,hypothetical protein,12xCPE1956 7xCPE1954,
CPE1956,9,29,23,45,23,36,1407,,GntR family transcriptional regulator,17xCPE1957 12xCPE1955,1xCPE0117
CPE1957,4,18,7,24,8,17,903,,nucleotidyltransferase domain protein,17xCPE1956 14xCPE1958,
CPE1958,6,15,8,25,16,24,474,,hypothetical protein,14xCPE1957 1xCPE1959,
CPE1959,80,156,113,110,112,164,1794,hflX,GTP binding protein,1xCPE1958,
CPE1960,314,587,289,232,245,500,525,hprT,hypoxanthine phosphoribosyltransferase,,
CPE1961,4,12,4,4,61,47,690,,sporulation protein YunB,,
CPE1962,133,276,124,317,222,375,2040,pbpA,penicillin-binding proteins 1A/1B,170xCPE1963,
CPE1963,111,163,106,140,250,308,435,,hypothetical protein,170xCPE1962,
CPE1964,119,228,87,144,218,394,1401,,amino acid carrier protein,,
CPE1965,14,17,13,24,14,30,393,,hypothetical protein,47xCPE1966,
CPE1966,24,57,46,89,31,55,975,,GNAT family acetyltransferase,47xCPE1965,
CPE1967,8,24,31,32,4,10,540,,DNA-binding protein,16xCPE1968,
CPE1968,12,25,39,67,9,12,1050,potA,spermidine/putrescine ABC transporter,22xCPE1969 16xCPE1967,
CPE1969,16,46,49,56,13,29,846,potB,spermidine/putrescine ABC transporter,67xCPE1970 22xCPE1968,
CPE1970,16,44,53,53,14,35,801,potC,spermidine/putrescine ABC transporter,67xCPE1969 31xCPE1971,
CPE1971,21,51,75,89,37,51,1083,potD,spermidine/putrescine ABC transporter,31xCPE1970,
CPE1972,76,36,19,18,213,154,432,ndk,nucleoside diphosphate kinase,,
CPE1973,20,53,37,115,19,32,270,,acylphosphatase,,
CPE1974,4,4,2,3,12,12,156,,hypothetical protein,2xCPE1975,1xCPE1347
CPE1975,5,13,6,17,22,21,567,,hypothetical protein,2xCPE1974,
CPE1976,44,190,101,181,57,127,1272,dacF,D-alanyl-D-alanine carboxypeptidase,,
CPE1977,53,83,55,71,66,151,645,,pyrophosphatase PpaX,,
CPE1978,6,16,14,54,12,31,1011,asnA,asparagine synthetase AsnA,4xCPE1979,
CPE1979,66,156,96,203,71,232,819,,hypothetical protein,4xCPE1978 3xCPE1980,
CPE1980,35,274,218,902,56,243,378,,lrgA family protein,351xCPE1981 3xCPE1979,
CPE1981,27,167,93,439,32,135,711,,lrgB-like family protein,351xCPE1980 1xCPE1982,
CPE1982,4,3,5,10,5,12,456,,hypothetical protein,1xCPE1981,
CPE1983,14,42,25,39,41,39,2163,topB,DNA topoisomerase,,
CPE1984,18,47,43,101,55,72,1158,,imidazolonepropionase,,
CPE1985,12,13,2,6,153,142,507,,TspO/MBR family protein,8xCPE1986,
CPE1986,18,21,11,17,38,33,2037,,sensor histidine kinase,8xCPE1985 7xCPE1987,
CPE1987,11,44,17,14,35,45,1887,,sensor histidine kinase,7xCPE1986,
CPE1988,28,45,45,79,46,40,936,,tetratricopeptide repeat protein,1xCPE1989,
CPE1989,14,62,29,74,65,137,921,,"hydrolase, alpha/beta fold family",4xCPE1990 1xCPE1988,
CPE1990,7,17,1,18,24,36,597,,hypothetical protein,4xCPE1989,
CPE1991,34,100,55,95,50,61,1131,,hypothetical protein,59xCPE1992,
CPE1992,53,81,65,113,79,102,546,,lytic murein transglycosylase,108xCPE1993 59xCPE1991,
CPE1993,35,50,43,62,65,64,600,coaE,dephospho-CoA kinase,108xCPE1992 53xCPE1994,
CPE1994,66,109,81,141,101,157,2601,polA,DNA polymerase I,53xCPE1993,1xCPE1702
CPE1995,10,30,29,56,21,58,918,,glutaminase,,
CPE1996,0,0,0,0,1,0,516,,hypothetical protein,,
CPE1997,277,778,507,2736,566,1006,1236,,aminopeptidase,,
CPE1998,33,95,31,7,48,69,1050,,hypothetical protein,23xCPE1999,
CPE1999,46,104,36,26,40,88,1011,,hypothetical protein,23xCPE1998,
CPE2000,6,9,8,8,17,19,258,,hypothetical protein,2xCPE2001,
CPE2001,140,161,242,87,256,287,690,,radical SAM domain protein,128xCPE2002 2xCPE2000,
CPE2002,54,96,101,74,108,168,558,,hypothetical protein,128xCPE2003 128xCPE2001,
CPE2003,70,160,154,134,145,281,981,,"nucleoside hydrolase, IUNH family",128xCPE2002,
CPE2004,47,113,85,92,68,98,789,,metal-binding protein,43xCPE2005,
CPE2005,54,55,40,21,69,48,690,,hypothetical protein,53xCPE2006 43xCPE2004,
CPE2006,40,50,45,39,47,62,888,,hypothetical protein,53xCPE2005,
CPE2007,293,544,287,845,560,813,1122,sigA,RNA polymerase sigma factor RpoD,400xCPE2008,
CPE2008,122,260,149,429,295,340,1788,dnaG,DNA primase,400xCPE2007 10xCPE2009,
CPE2009,228,238,114,213,353,304,1029,dgtP,deoxyguanosinetriphosphate triphosphohydrolase-like protein,10xCPE2008,
CPE2010,3,15,2,4,144,135,1080,cotS,spore coat protein,,
CPE2011,407,462,165,614,1033,1116,2631,podK,pyruvate phosphate dikinase,41xCPE2012,1xCPE1899 1xCPE1655 1xCPE0066
CPE2012,175,129,59,83,288,222,633,,CBS domain protein,41xCPE2011 5xCPE2013,
CPE2013,48,64,47,100,64,81,627,,hypothetical protein,72xCPE2014 5xCPE2012,
CPE2014,55,84,48,129,64,97,678,recO,DNA repair protein RecO,197xCPE2015 72xCPE2013,
CPE2015,160,189,158,367,184,251,891,era,GTP-binding protein Era,436xCPE2016 197xCPE2014,
CPE2016,102,178,123,491,120,210,399,,cytidine deaminase,436xCPE2015 88xCPE2017,
CPE2017,51,67,34,108,77,81,699,dgkA,diacylglycerol kinase/PAP2 family protein,88xCPE2016 43xCPE2018,
CPE2018,36,37,39,65,63,70,507,,metalloprotease,45xCPE2019 43xCPE2017,
CPE2019,114,190,133,340,155,207,2055,,phosphodiesterase,145xCPE2020 45xCPE2018,
CPE2020,104,43,75,60,104,64,1137,spoIV,stage IV sporulation protein,145xCPE2019 13xCPE2021,1xCPE1858 1xCPE0021
CPE2021,1,1,0,2,14,21,282,,sporulation protein YqfC,13xCPE2020,
CPE2022,737,1183,933,1107,1345,1633,450,,GatB/Yqey domain protein,1412xCPE2023,
CPE2023,571,823,680,762,978,1109,177,rpsU,30S ribosomal protein S21,1412xCPE2022 320xCPE2024,
CPE2024,154,268,196,406,182,313,345,,HIT family protein,320xCPE2023 29xCPE2025,
CPE2025,28,67,50,135,35,71,1305,,MiaB-like tRNA modifying protein,29xCPE2024 27xCPE2026,
CPE2026,24,45,35,60,20,53,753,,16S ribosomal RNA methyltransferase RsmE,49xCPE2027 27xCPE2025,
CPE2027,57,94,58,120,55,95,942,prmA,ribosomal protein L11 methyltransferase,49xCPE2026,
